host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,room_type,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,high_demand,amenities_count,host_days_active,days_since_last_review,days_since_first_review,Wifi,Kitchen,Refrigerator,Air conditioning,Heating,Washer,Dryer,TV,Private entrance,Smoke alarm,Fire extinguisher,Iron,Shampoo,Dishwasher,Pool,Elevator,Breakfast,Pets allowed,Paid parking on premises,Free parking on premises,Bikes,property_category
within an hour,95-100%,70-89%,f,1,1,t,Westerpark,Entire home/apt,2,1.0,1.0,1.0,3,14,3.0,0,0,0,0,22,6,0,4.86,4.95,4.41,4.82,4.95,4.77,4.41,f,1,1,0,0,0.28,0,14,2428,1-6 months,4-10 years,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,luxury_apartments
within a few hours,95-100%,90-100%,f,1,1,t,De Baarsjes - Oud-West,Entire home/apt,4,1.0,3.0,3.0,5,30,5.0,0,0,0,81,44,6,0,4.98,4.93,4.93,4.91,4.98,4.95,4.82,f,1,1,0,0,0.57,0,51,4394,1-6 months,4-10 years,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,f,Geuzenveld - Slotermeer,Entire home/apt,4,1.0,3.0,1.0,4,20,4.0,0,0,0,0,7,0,0,4.71,4.86,4.43,4.86,4.86,4.71,4.57,f,1,1,0,0,0.09,0,32,3546,>4 years,4-10 years,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,2,f,Oud-Noord,Private room,1,1.0,1.0,1.0,1,7,1.0,0,0,0,0,5,0,0,5.0,5.0,4.6,5.0,5.0,4.8,4.8,f,1,0,1,0,0.06,0,12,2385,>4 years,4-10 years,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,apartment
within an hour,95-100%,90-100%,f,1,1,t,Oud-Oost,Entire home/apt,4,1.5,3.0,4.0,3,30,3.0,4,4,4,26,23,4,0,5.0,5.0,4.96,5.0,5.0,5.0,4.83,f,1,1,0,0,0.3,0,53,2385,1-6 months,4-10 years,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,3,t,De Baarsjes - Oud-West,Entire home/apt,4,1.0,3.0,1.0,3,7,3.0,0,0,0,0,14,0,0,4.93,4.93,4.57,5.0,5.0,4.86,4.71,f,1,1,0,0,0.18,0,30,3497,2-4 years,4-10 years,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,9,9,t,Centrum-Oost,Entire home/apt,6,1.0,3.0,5.0,7,1125,7.0,16,46,76,261,16,9,0,5.0,4.94,5.0,4.94,4.94,5.0,4.69,t,9,9,0,0,0.23,0,43,4079,1-6 months,4-10 years,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,t,1,1,t,Zuid,Entire home/apt,2,1.5,1.0,1.0,3,6,2.6,29,59,89,364,38,9,0,4.82,4.79,4.54,4.87,4.95,4.82,4.58,f,1,1,0,0,0.48,0,29,2383,1-6 months,4-10 years,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,luxury_apartments
within a day,95-100%,70-89%,f,1,1,t,Bos en Lommer,Entire home/apt,2,1.0,1.0,1.0,3,30,3.0,22,22,22,22,22,1,0,4.86,4.95,4.82,4.91,4.91,4.77,4.64,f,1,1,0,0,0.28,0,22,2383,6 months-1 year,4-10 years,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within a day,95-100%,0-49%,f,1,1,t,Oostelijk Havengebied - Indische Buurt,Entire home/apt,2,1.0,1.0,1.0,3,14,3.0,2,19,49,49,35,4,0,4.77,4.97,4.66,4.91,4.94,4.74,4.6,f,1,1,0,0,0.44,0,17,3722,1-6 months,4-10 years,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,luxury_apartments
within a day,95-100%,50-69%,f,1,3,t,Oud-Noord,Entire home/apt,16,3.0,10.0,33.0,2,7,2.0,27,57,87,175,20,7,2,4.5,4.7,4.4,4.25,4.45,4.65,4.35,f,1,1,0,0,0.29,0,47,3225,0-1 month,4-10 years,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,50-69%,f,1,1,t,Oud-Noord,Entire home/apt,4,1.0,3.0,1.0,4,40,4.0,0,0,0,0,12,6,0,4.92,4.92,4.83,5.0,4.83,4.75,4.58,f,1,1,0,0,0.16,0,38,2768,1-6 months,4-10 years,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,1,2,t,De Pijp - Rivierenbuurt,Entire home/apt,4,1.0,3.0,1.0,3,1125,3.0,0,0,0,0,23,0,0,4.78,4.74,4.52,4.83,4.87,4.7,4.52,f,1,1,0,0,0.29,0,61,3980,1-2 years,4-10 years,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,1,t,Bos en Lommer,Entire home/apt,2,1.0,1.0,1.0,3,1125,3.0,0,0,0,0,21,2,0,4.81,4.81,4.71,4.81,4.81,4.43,4.48,f,1,1,0,0,0.27,0,19,2405,6 months-1 year,4-10 years,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,t,2,3,t,Westerpark,Private room,2,1.0,1.0,1.0,2,365,2.0,9,9,9,9,126,6,0,4.79,4.81,4.86,4.9,4.83,4.77,4.57,t,2,0,2,0,1.73,1,21,2488,1-6 months,4-10 years,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,apartment
within an hour,95-100%,90-100%,t,2,3,t,Centrum-West,Private room,4,2.0,2.0,4.0,2,1124,3.4,17,17,17,218,282,38,3,4.78,4.8,4.79,4.93,4.91,4.93,4.59,t,1,0,1,0,3.6,1,47,3477,0-1 month,4-10 years,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,apartment
within an hour,95-100%,90-100%,f,1,1,t,De Baarsjes - Oud-West,Entire home/apt,2,1.0,1.0,1.0,3,12,3.0,0,0,0,0,15,2,0,4.93,4.87,4.87,4.73,4.87,4.8,4.73,f,1,1,0,0,0.19,0,36,3769,6 months-1 year,4-10 years,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,De Baarsjes - Oud-West,Entire home/apt,2,1.0,1.0,1.0,2,1125,2.0,0,0,0,0,14,0,0,4.71,4.79,4.93,4.86,4.93,4.79,4.36,f,1,1,0,0,0.18,0,31,4455,1-2 years,4-10 years,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,luxury_apartments
within a few hours,95-100%,90-100%,f,1,1,t,Geuzenveld - Slotermeer,Entire home/apt,2,1.0,1.0,1.0,4,6,4.0,2,2,2,2,16,2,0,5.0,5.0,4.81,4.94,5.0,4.94,5.0,f,1,1,0,0,0.2,0,76,3895,1-6 months,4-10 years,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,luxury_apartments
within a few hours,95-100%,0-49%,f,1,1,t,Centrum-Oost,Entire home/apt,4,2.0,2.0,2.0,4,1124,4.0,5,35,65,65,45,10,0,4.76,4.78,4.6,4.93,4.89,4.93,4.49,f,1,1,0,0,0.58,0,19,2375,6 months-1 year,4-10 years,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,luxury_apartments
within a day,95-100%,0-49%,f,1,1,t,De Baarsjes - Oud-West,Entire home/apt,2,1.0,1.0,1.0,3,10,3.0,17,47,77,352,14,8,0,4.86,5.0,4.64,4.93,5.0,5.0,4.57,f,1,1,0,0,0.82,0,40,2496,1-6 months,1-2 years,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,Noord-Oost,Entire home/apt,2,1.0,1.0,1.0,2,30,2.0,0,0,0,0,58,0,0,5.0,4.97,4.78,4.98,4.98,4.86,4.72,f,1,1,0,0,0.74,0,26,2900,1-2 years,4-10 years,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,apartment
within a few hours,95-100%,0-49%,f,1,1,t,Centrum-Oost,Entire home/apt,2,2.0,1.0,1.0,4,10,2.0,14,14,31,31,9,3,0,5.0,5.0,4.78,4.89,5.0,5.0,5.0,f,1,1,0,0,0.49,0,39,4821,1-6 months,1-2 years,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,1,1,t,IJburg - Zeeburgereiland,Entire home/apt,2,1.0,0.0,1.0,2,14,2.0,18,47,77,129,93,17,2,4.96,4.94,4.89,4.95,4.98,4.8,4.74,t,1,1,0,0,1.41,0,60,2375,0-1 month,4-10 years,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,luxury_apartments
within a few hours,95-100%,90-100%,f,3,3,t,Centrum-Oost,Entire home/apt,4,1.5,2.0,3.0,3,365,3.0,6,30,46,235,135,26,0,4.83,4.85,4.87,4.92,4.93,4.93,4.58,f,3,3,0,0,1.73,1,42,2372,1-6 months,4-10 years,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,luxury_apartments
within an hour,95-100%,90-100%,t,1,1,t,De Baarsjes - Oud-West,Private room,2,1.0,1.0,1.0,5,40,5.0,13,43,67,67,253,39,3,4.98,4.96,4.95,4.99,5.0,4.91,4.88,t,1,0,1,0,3.2,1,39,2376,0-1 month,4-10 years,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,apartment
within an hour,95-100%,70-89%,f,1,1,t,Centrum-Oost,Entire home/apt,2,1.0,1.0,1.0,2,21,2.0,0,0,0,0,10,3,0,4.9,5.0,4.4,4.9,5.0,5.0,4.8,f,1,1,0,0,0.13,0,19,3070,6 months-1 year,4-10 years,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,luxury_apartments
within a few hours,50-79%,0-49%,f,1,1,t,De Pijp - Rivierenbuurt,Entire home/apt,2,1.0,1.0,1.0,2,9,2.0,1,5,31,31,9,0,0,4.89,4.89,4.67,5.0,5.0,5.0,4.67,f,1,1,0,0,0.11,0,21,4183,>4 years,4-10 years,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,De Baarsjes - Oud-West,Entire home/apt,4,1.0,2.0,1.0,2,1125,2.0,0,0,0,0,32,0,0,5.0,5.0,5.0,5.0,5.0,4.91,4.69,f,1,1,0,0,0.41,0,35,3611,1-2 years,4-10 years,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,t,1,1,t,Oud-Noord,Private room,2,1.5,1.0,1.0,2,1125,2.6,16,42,65,325,180,45,7,4.93,4.94,4.93,4.87,4.94,4.78,4.81,f,1,0,1,0,2.28,1,19,2370,0-1 month,4-10 years,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,apartment
within an hour,95-100%,90-100%,t,1,1,t,Noord-Oost,Private room,2,1.0,1.0,1.0,2,28,2.0,12,34,57,111,247,31,2,4.84,4.85,4.88,4.91,4.93,4.74,4.74,f,1,0,1,0,3.18,1,32,2370,0-1 month,4-10 years,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,standard_apartments
within an hour,95-100%,90-100%,f,1,1,t,Centrum-West,Entire home/apt,4,1.0,2.0,2.0,1,365,1.4,15,31,46,67,200,45,5,4.43,4.46,4.39,4.81,4.82,4.89,4.34,t,1,1,0,0,2.57,1,17,2370,0-1 month,4-10 years,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,Centrum-West,Entire home/apt,2,1.0,1.0,1.0,3,21,3.0,0,0,0,0,36,0,0,4.89,5.0,4.83,4.83,4.89,4.78,4.75,f,1,1,0,0,0.46,0,51,3375,1-2 years,4-10 years,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,2,t,Zuid,Entire home/apt,7,1.0,5.0,1.0,4,1125,4.0,0,0,0,0,5,0,0,4.8,4.8,4.4,5.0,5.0,4.8,4.6,f,1,1,0,0,0.06,0,12,4198,>4 years,4-10 years,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,1,1,t,De Baarsjes - Oud-West,Entire home/apt,2,1.0,1.0,2.0,2,30,2.0,2,2,2,2,17,1,0,5.0,5.0,4.94,4.76,5.0,4.94,5.0,f,1,1,0,0,0.22,0,41,3912,1-6 months,4-10 years,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,luxury_apartments
within a few hours,95-100%,90-100%,t,1,1,t,De Baarsjes - Oud-West,Entire home/apt,2,1.0,1.0,2.0,3,30,3.0,3,33,60,60,281,54,4,4.97,4.97,4.97,5.0,4.98,4.96,4.8,t,1,1,0,0,3.58,1,24,2368,0-1 month,4-10 years,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,Bos en Lommer,Entire home/apt,2,1.0,1.0,1.0,2,1125,2.0,0,0,0,0,10,0,0,4.7,5.0,4.5,5.0,5.0,4.9,4.8,f,1,1,0,0,0.13,0,15,2368,2-4 years,4-10 years,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,t,2,3,t,Bijlmer-Centrum,Private room,2,1.5,1.0,1.0,1,7,1.7,1,24,52,89,475,103,4,4.81,4.89,4.7,4.93,4.93,4.56,4.81,t,2,0,2,0,6.02,1,35,4502,0-1 month,4-10 years,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,apartment
within an hour,95-100%,0-49%,f,1,1,t,Zuid,Entire home/apt,2,1.0,1.0,1.0,5,8,5.0,0,0,0,0,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.03,0,13,4585,2-4 years,4-10 years,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,13,15,t,Zuid,Private room,2,1.0,1.0,1.0,7,1125,6.3,13,22,22,22,27,6,0,4.56,4.48,4.48,4.85,4.89,4.67,4.44,f,6,2,4,0,0.86,0,26,4071,1-6 months,2-4 years,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,apartment
within an hour,95-100%,90-100%,t,2,6,t,Centrum-Oost,Private room,2,1.0,1.0,1.0,2,30,2.0,0,0,0,0,13,10,0,4.85,4.92,4.77,4.92,4.92,4.77,4.77,f,2,1,1,0,0.2,0,29,4051,1-6 months,4-10 years,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,standard_apartments
within an hour,95-100%,90-100%,t,1,1,t,IJburg - Zeeburgereiland,Entire home/apt,4,1.0,2.0,1.0,2,2,2.0,0,0,0,0,31,7,0,4.87,4.97,4.77,4.84,4.94,4.68,4.68,f,1,1,0,0,0.4,0,53,2366,1-6 months,4-10 years,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,2,t,Westerpark,Entire home/apt,2,1.0,1.0,1.0,3,7,3.0,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.02,0,15,3555,>4 years,4-10 years,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,2,t,Zuid,Entire home/apt,2,1.0,1.0,1.0,3,1125,3.0,0,0,0,0,12,0,0,4.58,4.5,4.58,4.83,4.92,4.58,4.42,f,1,1,0,0,0.15,0,16,2365,2-4 years,4-10 years,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,De Baarsjes - Oud-West,Entire home/apt,2,1.0,1.0,1.0,3,90,3.0,0,0,0,0,44,0,0,4.91,4.98,4.98,4.98,4.98,4.8,4.8,f,1,1,0,0,0.56,0,45,2374,2-4 years,4-10 years,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,t,4,5,t,De Baarsjes - Oud-West,Entire home/apt,2,1.0,1.0,1.0,3,730,3.0,0,15,45,114,32,5,0,4.84,4.91,4.81,4.94,4.97,4.75,4.66,f,1,1,0,0,0.41,0,50,2364,1-6 months,4-10 years,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,luxury_apartments
within an hour,95-100%,90-100%,t,5,5,t,Buitenveldert - Zuidas,Entire home/apt,4,1.0,2.0,2.0,2,1125,2.0,22,52,79,303,100,9,1,4.94,4.91,4.87,4.97,4.98,4.67,4.72,f,5,4,1,0,1.3,0,41,2696,0-1 month,4-10 years,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,2,t,Oostelijk Havengebied - Indische Buurt,Entire home/apt,2,1.0,1.0,1.0,7,30,7.0,0,0,0,0,6,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.67,f,1,1,0,0,0.08,0,20,4217,2-4 years,4-10 years,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,Oud-Oost,Entire home/apt,4,1.0,3.0,1.0,2,14,2.0,0,0,0,0,3,0,0,5.0,5.0,4.67,4.67,5.0,5.0,4.67,f,1,1,0,0,0.04,0,27,4344,>4 years,4-10 years,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,50-69%,f,1,1,t,Westerpark,Entire home/apt,2,1.0,1.0,1.0,6,14,5.3,0,9,18,18,29,3,0,4.86,4.9,4.86,4.86,4.97,4.79,4.52,f,1,1,0,0,0.37,0,35,4415,1-6 months,4-10 years,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,2,3,t,Centrum-West,Private room,3,1.0,1.0,1.0,2,1125,2.0,0,0,0,0,12,0,0,4.83,4.92,4.83,4.92,5.0,4.83,4.67,f,2,1,1,0,0.15,0,15,4913,>4 years,4-10 years,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,apartment
within an hour,95-100%,70-89%,f,1,2,t,Zuid,Entire home/apt,2,1.0,3.0,1.0,5,1125,5.0,0,0,0,0,10,0,0,5.0,4.8,4.7,5.0,4.9,4.9,4.5,f,1,1,0,0,0.13,0,25,3827,1-2 years,4-10 years,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,Bijlmer-Centrum,Entire home/apt,4,1.0,2.0,1.0,7,14,7.0,0,0,0,0,3,0,0,4.33,4.67,4.33,5.0,5.0,3.33,4.33,t,1,1,0,0,0.04,0,30,3583,>4 years,4-10 years,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,1,1,t,De Baarsjes - Oud-West,Entire home/apt,3,1.0,2.0,1.0,1,1125,1.0,0,0,0,0,3,1,0,5.0,5.0,4.67,5.0,5.0,4.67,4.33,f,1,1,0,0,0.04,0,15,3270,6 months-1 year,4-10 years,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,Buitenveldert - Zuidas,Entire home/apt,4,1.0,3.0,1.0,5,1125,5.0,0,0,0,0,8,0,0,4.88,5.0,4.75,5.0,5.0,5.0,4.88,f,1,1,0,0,0.1,0,43,3973,>4 years,4-10 years,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,3,5,t,Oud-Oost,Entire home/apt,2,1.0,1.0,1.0,3,1125,3.0,0,0,0,0,12,0,0,4.58,4.92,4.75,5.0,4.92,4.5,4.25,f,1,1,0,0,0.16,0,41,4528,1-2 years,4-10 years,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,De Pijp - Rivierenbuurt,Entire home/apt,2,1.0,1.0,1.0,3,1125,3.0,0,0,0,0,12,0,0,5.0,5.0,4.92,5.0,5.0,5.0,4.83,f,1,1,0,0,0.16,0,26,4621,>4 years,4-10 years,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,2,t,De Pijp - Rivierenbuurt,Entire home/apt,2,1.0,1.0,1.0,2,1125,2.0,0,0,0,0,25,0,0,4.88,4.84,4.92,5.0,4.92,5.0,4.64,f,1,1,0,0,0.32,0,30,4241,1-2 years,4-10 years,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,luxury_apartments
within a few hours,95-100%,50-69%,f,1,1,t,Oostelijk Havengebied - Indische Buurt,Entire home/apt,2,1.0,1.0,1.0,3,1125,3.0,10,25,31,39,29,6,1,4.97,4.97,4.93,4.93,5.0,4.97,4.86,f,1,1,0,0,0.37,0,41,4566,0-1 month,4-10 years,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,Westerpark,Entire home/apt,2,1.0,1.0,1.0,2,4,2.0,0,0,0,0,20,5,0,4.7,4.65,4.75,4.6,4.9,4.9,4.55,f,1,1,0,0,0.26,0,49,3523,1-6 months,4-10 years,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,IJburg - Zeeburgereiland,Entire home/apt,4,1.0,2.0,1.0,4,1125,4.0,0,0,0,0,12,0,0,4.92,4.92,4.75,5.0,5.0,4.58,4.67,f,1,1,0,0,0.15,0,18,3788,>4 years,4-10 years,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,3,t,De Baarsjes - Oud-West,Entire home/apt,2,1.0,1.0,1.0,3,28,3.0,0,0,0,0,23,0,0,4.91,4.83,4.65,4.91,4.91,4.96,4.61,f,1,1,0,0,0.29,0,16,3287,1-2 years,4-10 years,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,Centrum-West,Entire home/apt,2,1.0,2.0,1.0,4,7,5.0,0,0,0,0,21,6,0,4.95,4.9,4.71,5.0,4.95,5.0,4.71,f,1,1,0,0,0.27,0,58,4464,1-6 months,4-10 years,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,1,t,Oud-Noord,Entire home/apt,5,2.0,3.0,3.0,5,21,5.0,0,0,0,159,12,3,0,4.75,4.92,4.67,5.0,4.83,4.83,4.75,f,1,1,0,0,0.16,0,26,3861,1-6 months,4-10 years,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,1,1,t,Oud-Oost,Entire home/apt,2,1.0,1.0,1.0,4,20,4.0,4,4,10,23,23,2,0,5.0,5.0,4.96,4.87,5.0,4.7,4.57,f,1,1,0,0,0.3,0,35,3924,1-6 months,4-10 years,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,t,4,6,t,Oud-Noord,Entire home/apt,4,1.0,2.0,1.0,4,1125,4.0,0,0,0,0,9,0,0,4.56,4.44,4.33,4.56,4.89,4.44,4.33,f,3,3,0,0,0.12,0,17,4016,>4 years,4-10 years,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,Oostelijk Havengebied - Indische Buurt,Entire home/apt,2,1.0,1.0,1.0,3,1125,3.0,0,0,0,0,18,0,0,4.94,4.89,4.67,4.89,5.0,4.56,4.67,f,1,1,0,0,0.23,0,29,3074,1-2 years,4-10 years,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within a few hours,95-100%,70-89%,f,1,1,t,De Pijp - Rivierenbuurt,Entire home/apt,4,1.5,3.0,5.0,3,10,3.0,21,51,81,89,37,3,2,4.95,5.0,4.97,4.97,5.0,4.86,4.76,f,1,1,0,0,0.49,0,28,2355,0-1 month,4-10 years,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,50-69%,f,1,1,t,De Baarsjes - Oud-West,Entire home/apt,2,1.0,1.0,1.0,3,17,3.0,0,0,0,0,5,1,0,4.6,4.8,4.2,5.0,5.0,4.8,4.6,f,1,1,0,0,0.18,0,26,3787,6 months-1 year,2-4 years,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,2,t,Watergraafsmeer,Entire home/apt,4,1.5,3.0,5.0,3,112,2.0,0,0,0,11,21,4,0,5.0,5.0,4.9,4.9,5.0,4.86,4.62,f,1,1,0,0,0.27,0,54,4374,1-6 months,4-10 years,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,50-69%,f,2,5,t,De Baarsjes - Oud-West,Entire home/apt,2,1.0,0.0,1.0,3,3,3.0,0,4,4,4,21,9,0,5.0,4.95,4.71,4.86,5.0,4.95,4.81,f,1,1,0,0,0.27,0,13,4978,1-6 months,4-10 years,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,luxury_apartments
